,age,predicted_age_all,corrected_age_all,delta_all
0,57,56.44088498313559,57.318724162828005,0.31872416282800486
1,54,55.19743260929603,53.7477390764927,-0.25226092350730056
2,54,50.89831522219889,50.00800520258548,-3.9919947974145202
3,63,59.521075514789096,64.19125894847312,1.19125894847312
4,39,53.463698263653946,41.950016569240724,2.9500165692407236
5,72,62.487774763449586,72.97261346041608,0.9726134604160848
6,71,58.45588198790928,68.2946478778444,-2.7053521221556025
7,73,62.95572361150596,74.08663511550384,1.0866351155038387
8,52,52.13728388348242,49.345725262464434,-2.654274737535566
9,62,55.71075737331333,59.734867999965964,-2.2651320000340363
10,53,53.2965911579016,51.86106591111047,-1.1389340888895276
11,55,51.51686943405596,51.01847041148889,-3.9815295885111084
12,60,58.582373435025865,61.158275166866495,1.1582751668664955
13,69,59.993780830927854,68.81594375255163,-0.18405624744836757
14,63,60.29736942841997,64.96755286210399,1.967552862103986
15,54,51.79200595816748,50.90169593855407,-3.09830406144593
16,54,52.678658976136724,51.211880037610634,-2.7881199623893664
17,52,61.14323658957896,58.96300782188224,6.963007821882243
18,45,53.853792746326874,46.365706316557606,1.3657063165576062
19,43,55.15948676167946,46.32953524369554,3.3295352436955383
20,50,52.711085097522464,49.33970695430363,-0.6602930456963705
21,57,55.1219553591444,55.915701950640106,-1.0842980493598944
22,55,54.994600635001966,54.71575760145261,-0.2842423985473914
23,74,62.47440129528222,74.25138560631149,0.2513856063114872
24,43,61.0703314814603,53.529930523914075,10.529930523914075
25,54,57.83254065076807,56.94223063115466,2.9422306311546578
26,64,60.38698016380534,65.64661207207527,1.6466120720752713
27,52,48.19816309945953,46.01793433176281,-5.98206566823719
28,55,55.81703058400592,55.53818755045656,0.5381875504565627
29,55,58.99185659936824,58.49345757680117,3.4934575768011698
30,49,53.123183783918364,48.74834791916298,-0.25165208083701884
31,67,60.48052956900943,67.76633314890134,0.7663331489013387
32,51,55.69800430117987,52.21139862763423,1.2113986276342317
33,51,57.56573244048074,54.732927832619886,3.732927832619886
34,70,54.619886748653286,63.016160314417235,-6.983839685582765
35,54,58.350633239593975,57.460323219980566,3.460323219980566
36,70,68.50220126789449,77.69489435079822,7.694894350798222
37,49,54.697105232642784,49.863948402417456,0.8639484024174564
38,66,58.11454983222442,64.99421816560076,-1.0057818343992437
39,62,53.08293547730336,57.37261102634978,-4.62738897365022
40,60,50.8545880883938,53.467450587948875,-6.532549412051125
41,56,58.54122564364777,58.8407237167193,2.840723716719303
42,58,59.76095909958565,61.154178458455256,3.154178458455256
43,65,51.16140787327437,56.665975905933884,-8.334024094066116
44,59,56.24162393910886,58.27614533204306,-0.7238546679569424
45,56,59.789748740540986,60.19443511309253,4.194435113092531
47,55,55.907232846584016,55.62838981303466,0.6283898130346586
48,69,63.79271641678013,71.6106488759232,2.6106488759232036
49,55,58.68539616094387,57.89189280075762,2.891892800757617
50,49,51.02950197185725,46.19634514163192,-2.803654858368077
51,62,57.380152546401945,61.40426317305458,-0.5957368269454193
52,53,53.97266689724231,51.85204082033166,-1.1479591796683408
53,54,59.97769348924755,58.51091455072146,4.510914550721459
54,60,57.45405756243619,60.02995929427682,0.029959294276821424
55,49,50.614787640298466,45.810431386958506,-3.1895686130414944
56,50,54.79745303965974,50.664029330427105,0.6640293304271054
57,56,51.56171335766887,51.76378334101637,-4.236216658983629
58,66,58.90110365165097,65.50950550642915,-0.49049449357084995
59,54,56.923216624693964,55.93413723251935,1.9341372325193475
60,52,54.36283994248025,52.17753353070188,0.17753353070187927
61,66,55.103102856845524,61.71563085839759,-4.2843691416024114
62,58,58.234872443193694,59.46119581802699,1.4611958180269866
63,54,54.565068536941865,53.57598914476725,-0.4240108552327513
64,61,58.81428919978101,62.00549280595697,1.005492805956969
65,64,62.214522610125,67.79919455133638,3.7991945513363845
66,52,52.79389539895841,50.60858898718004,-1.3914110128199582
67,73,66.26883077196554,77.56685557720141,4.566855577201409
68,52,52.941427192290156,50.927560838878144,-1.0724391611218564
69,50,53.60890243494962,50.237524291730786,0.23752429173078582
70,52,59.47881550481096,57.46494915139895,5.464949151398947
71,54,54.18969556155464,53.04522373195619,-0.9547762680438083
72,52,51.3879099959667,49.20768122826998,-2.7923187717300166
73,57,51.761624773511365,52.63946395320378,-4.36053604679622
74,59,63.41554341303647,65.50143561859494,6.50143561859494
75,49,54.26478499092607,49.43162816070074,0.4316281607007397
76,62,59.448988463608785,63.73866401265521,1.7386640126552066
77,49,56.1648916481807,51.790055783425316,2.7900557834253163
78,53,47.0559823420875,45.471328262151836,-7.528671737848164
79,55,53.247553868776265,52.46879288008026,-2.531207119919742
80,62,53.366203194570204,57.14172130448404,-4.858278695515963
81,58,49.61791872881104,51.31760149352755,-6.6823985064724525
82,61,56.398240104889894,59.589443711065854,-1.4105562889341456
83,51,55.278015658900756,52.68580819886785,1.6858081988678535
84,61,55.18285147221831,58.42968574816626,-2.570314251833743
85,53,54.14991957919031,52.009865062324366,-0.9901349376756343
86,53,56.71500093718403,55.13034685724836,2.1303468572483624
87,49,51.86209929031685,47.487263425561466,-1.5127365744385344
88,54,53.36850057367431,51.90172163514822,-2.0982783648517795
89,50,55.367837065595246,51.207955813709766,1.2079558137097663
90,59,59.98139409813244,62.32857505893143,3.3285750589314276
91,56,56.0525492267746,55.9323214449282,-0.06767855507180087
92,53,56.76860782966342,55.18395374972775,2.183953749727749
93,63,64.40533145282362,69.07551488650763,6.075514886507634
94,61,56.84992583066707,60.227963650288316,-0.7720363497116836
95,54,57.69774256096667,56.84055842079642,2.8405584207964196
96,51,50.11857296265264,47.52636550261974,-3.47363449738026
97,63,55.937385648572814,60.874559393701716,-2.125440606298284
98,56,57.7650506528262,57.912724437290514,1.912724437290514
99,60,56.70530666038134,59.278181191894326,-0.7218188081056738
100,61,59.95685314506948,63.136796567222255,2.1367965672222553
101,59,62.44472311931102,64.34432207248416,5.344322072484161
102,55,54.47432697434405,53.6808236141578,-1.3191763858421979
103,67,59.50463386754974,66.75910852935931,-0.24089147064069039
104,55,51.69872738510606,50.90522402491981,-4.094775975080189
105,49,53.93354342374496,50.18465375047028,1.1846537504702823
106,50,54.862063884165835,51.490685740947,1.4906857409470007
107,58,57.63982493421823,59.03304429308784,1.0330442930878405
108,56,53.70911100560238,53.601282561013704,-2.3987174389862957
109,52,59.65323019054433,56.861671569526344,4.861671569526344
110,46,54.16817054046155,47.855116254612014,1.855116254612014
111,59,59.54673580893862,61.6326280144971,2.632628014497101
112,53,54.76756219354195,52.627507676676004,-0.3724923233239963
114,59,57.47641997739363,59.37601893056677,0.37601893056677227
115,60,56.02226108622112,58.60662982061284,-1.393370179387162
116,61,56.49599268543574,59.874030505056986,-1.1259694949430141
117,60,59.12123784557149,62.11591700245295,2.115917002452953
118,60,57.361475140247414,60.356154297128874,0.3561542971288745
119,52,56.00432394457345,53.56770650091223,1.5677065009122302
120,67,60.84733243662234,68.37449896608116,1.3744989660811626
121,54,52.47890650729736,51.02921297449403,-2.9707870255059703
122,55,58.055263716125864,57.661759011712306,2.661759011712306
123,63,62.5764693257561,67.24665275944011,4.24665275944011
124,49,49.62124583636662,45.65429300538673,-3.3457069946132734
125,65,59.08931390217805,65.0198783545553,0.019878354555302735
126,50,54.44637964723102,50.96607684328769,0.9660768432876878
127,71,57.09845753131697,66.93722342125207,-4.062776578747929
128,66,56.69661360700557,63.305015461783746,-2.6949845382162536
129,57,54.180225401701264,54.74332950121991,-2.256670498780089
130,60,65.54180124406051,68.15466374361559,8.154663743615586
131,56,54.58487864840053,54.47705020381186,-1.5229497961881435
132,53,62.60748476413155,61.17195951734042,8.171959517340419
133,61,56.282094827673134,59.924272180637075,-1.0757278193629247
134,60,58.04955269558895,60.62242722710194,0.6224272271019373
135,53,52.046003119122666,50.50819490342678,-2.4918050965732235
136,58,50.117876156910874,51.57405644322418,-6.42594355677582
137,61,60.50732220299987,63.68726562515265,2.687265625152648
138,63,55.05635501105754,59.42744780873243,-3.572552191267569
139,58,53.71541849277318,55.17159877908649,-2.8284012209135128
140,63,52.69889057873177,57.36907401241579,-5.630925987584213
141,63,64.92585039863604,69.29694319631093,6.296943196310934
142,56,57.637026124469436,58.04171249702098,2.0417124970209812
143,49,48.606434015197415,44.4786330151716,-4.521366984828397
144,63,50.77349207884892,55.362191443011525,-7.637808556988475
145,55,56.472407508683055,55.69364651998705,0.6936465199870483
146,76,69.47508129115636,81.58864502972496,5.588645029724958
147,49,53.86138298946644,49.028226159241115,0.0282261592411146
148,56,55.735617725297175,55.6277892807085,-0.37221071929150185
149,50,59.64886233648266,55.48898108459718,5.488981084597178
150,66,52.82180406092148,58.97962092187953,-7.02037907812047
151,51,50.814734010418604,48.2225265503857,-2.7774734496142983
152,58,58.025655668372295,59.46547506689939,1.465475066899387
153,54,56.31366594272297,55.324586550548354,1.3245865505483536
154,53,64.88141391029981,63.296759830364145,10.296759830364145
155,57,54.799593076468604,55.85177764510263,-1.1482223548973707
156,53,53.37915114739245,51.84134293169656,-1.158657068303441
157,63,58.18902725175577,62.859210685439784,-0.14078931456021593
158,50,57.7316495011216,53.598225791888964,3.5982257918889644
159,59,56.87967560560856,58.91419699854276,-0.08580300145724351
160,44,48.35869881085892,40.19967983698232,-3.8003201630176804
161,49,55.83219535831727,51.02783910497731,2.0278391049773106
162,46,52.76523228419425,46.45217799834471,0.45217799834470895
163,61,54.09223033644728,57.47026815606853,-3.529731843931472
164,63,59.465104226252535,63.812990045670276,0.8129900456702757
165,47,53.77919377518652,47.632972433631906,0.632972433631906
166,67,61.70299159435967,68.98879517425158,1.9887951742515781
167,62,51.75492110457431,56.04459665362073,-5.955403346379271
168,59,61.23575431994205,63.32164652550053,4.321646525500533
169,47,52.941828424039834,46.76212043713481,-0.23787956286518863
170,50,53.84399418096346,50.67344561430967,0.6734456143096708
171,63,62.594483790029216,66.9655765877041,3.9655765877041063
172,61,58.00602026641661,61.38405808603786,0.38405808603786085
173,78,57.72899778453059,72.09027332368541,-5.909726676314591
174,49,53.791041821587015,48.95788499136169,-0.04211500863831219
175,56,58.50367963893117,58.39585119434249,2.395851194342491
176,48,52.31590283596177,47.54060363985348,-0.4593963601465205
177,47,55.525200364750546,49.345492377845524,2.345492377845524
178,41,51.76961566483481,41.55025420789071,0.5502542078907098
